title,text
Lightning Talks,"## Session Title: Lightning Talks

**Speakers:** 
Sharon Machlis , Retired/Occasional Freelance Writer, Former Computerworld & InfoWorld  
  
Cari Gostic , Air Quality Data Scientist, Sonoma Technology  
  
Dhruvi Sompura , Software Engineer, Posit  
  
Mauro Lepore , Senior Software Engineer, Recast  
  
Alex Rossell Hayes , Senior Data Scientist, YouGov America  
  
David Schoch , Data Scientist & DevOps Engineer, Cynkra  
  
Gordon Woodhull , Software Engineer, Quarto, Posit, PBC  
  
Rebecca Hodge  
  
Ella Kaye , Research Software Engineer, University of Warwick  
  
Andrie de Vries  
  
Eric Scott  
  
Rishabh Sharma Vemuri , SPA Student Assistant, UNC Chapel Hill  
  
Abiye Berhanu , SPA Student Assistant, UNC Chapel Hill  
  
Carlos Scheidegger

**Time:** Wednesday, Sep 171:00 PM - 2:20 PM EDT  
**Location:** Regency VI

**Session Info:**  
There are 12 five-minute talks in this session.  
  
Use Your Data Skills for Good: Ideas for Community Service  
Mapping sub-daily fire detections of historical California wildfires on demand with Sfarrow  
Multiple Console Sessions in Positron  
Approaching Positron from VS Code or RStudio  
It's all fun and games til your analysis code is finished: the player package in R  
Brand YML in Quarto  
Automating Event Scheduling with Python in Positron  
Birthing the pregnancy package  
Putting an {ellmer} AI in production with the blessing of IT  
Enabling geospatial workflow management with targets: an R package origin story  
Plotgardener – Genomic Data Visualization Made Easy  
What we're doing to make Quarto fast(er)"
Shiny New Tricks,"## Session Title: Shiny New Tricks

**Speakers:** 
Karan Gathani , Software QA Engineer, Posit PBC  
  
Trevor Manz , Engineer, marimo  
  
Barret Schloerke , Shiny Team Software Engineer, Posit  
  
Eric Nantz , Statistician, Eli Lilly

**Time:** Wednesday, Sep 171:00 PM - 2:20 PM EDT  
**Location:** Regency VII

**Session Info:**  
There are 4 talks in this session.  
  
Old Apps, New Tricks: How AI can write Automated Tests for your Shiny Apps  
Playing nice with ecosystems: cross-platform anywidgets for interactive computing  
Teaching Shiny Assistant Kung-Fu  
shinystate: Launching collaboration and session management to new heights in Shiny applications  
 "
Get Your Ducks in a Row with Databases,"## Session Title: Get Your Ducks in a Row with Databases

**Speakers:** 
Kirill Müller , Partner, cynkra GmbH  
  
Marcos Huerta , Manager, Data Science, Carmax  
  
Alex Chisholm , Posit  
  
Melissa Albino Hegeman , Data Analyst, NYS OGS

**Time:** Wednesday, Sep 172:40 PM - 4:00 PM EDT  
**Location:** Regency VI

**Session Info:**  
There are 4 talks in this session.  
  
duckplyr: Analyze large data with full dplyr compatibility  
Semantic Search for the Rest of Us with DuckDB  
Keeping Data Alive: Persistent Storage Options for Dynamic Cloud Applications  
Get your ducks in a row... faster Shiny apps with DuckDB"
Put It In Production,"## Session Title: Put It In Production

**Speakers:** 
Joe Kirincic , Principal Data Scientist  
  
Tom Shafer , Principal Data Scientist, Elder Research, Inc.  
  
Thomas Lin Pedersen , Software Engineer, Posit  
  
Jonathan Keane , Senior Engineering Manager, Posit, PBC

**Time:** Wednesday, Sep 172:40 PM - 4:00 PM EDT  
**Location:** Centennial I

**Session Info:**  
There are 4 talks in this session.  
  
Lift Off! Building REST APIs that Fly  
Building Governable ML Models with R  
Producethis: Automate project and deployment setup  
Oops! I accidentally made a production dashboard  
 "
Quarto,"## Session Title: Quarto

**Speakers:** 
John Paul Helveston , Assistant Professor, George Washington University  
  
Keaton Wilson , Solutions Developer, KS&R  
  
Becca Krouse , Data Science Leader, GSK  
  
Christophe Dervieux

**Time:** Wednesday, Sep 172:40 PM - 4:00 PM EDT  
**Location:** Regency VII

**Session Info:**  
There are 4 talks in this session.  
  
surveydown: A Markdown-Based Platform for Interactive and Reproducible Surveys Using Quarto and Shiny  
Using Quarto to Improve Formatting and Automate the Generation of Hundreds of Reports  
Instant Impact: Developing {docorator} to Simplify R Adoption for Teams  
Beyond the Basics: Expanding Quarto's Capabilities with Lua  
 "
Sparking Development Joy,"## Session Title: Sparking Development Joy

**Speakers:** 
Libby McKenna , Water Process Engineer, Brown and Caldwell  
  
Davis Vaughan , Senior Software Engineer, Posit  
  
Lionel Henry , Software Engineer, Posit  
  
Richard Iannone  
  
Michael Chow

**Time:** Wednesday, Sep 172:40 PM - 4:00 PM EDT  
**Location:** Regency V

**Session Info:**  
There are 4 talks in this session.  
  
Enemies to lovers: How non-programmers can make sparks fly when using testthat during package development  
Air - A blazingly fast R code formatter  
Making Things Nice in Python  
The Curse of Documentation"
Keynote Session,"## Session Title: Keynote Session

**Speakers:** 
Kieran Healy , Professor, Duke University

**Time:** Wednesday, Sep 174:15 PM - 5:15 PM EDT  
**Location:** Centennial Ballroom

**Session Info:**  
Stay tuned, more details to come soon!"
Evening Event,"## Session Title: Evening Event

**Speakers:** 
TBA

**Time:** Wednesday, Sep 177:00 PM - 9:00 PM EDT  
**Location:** TBD

**Session Info:**  
Session details will be released soon, stay tuned!"
Keynote Session,"## Session Title: Keynote Session

**Speakers:** 
Cat Hicks , Psychologist for Software Teams, Catharsis Consulting

**Time:** Thursday, Sep 189:00 AM - 10:00 AM EDT  
**Location:** Centennial Ballroom

**Session Info:**  
Stay tuned, more details to come soon!"
Data for Real-World Impact,"## Session Title: Data for Real-World Impact

**Speakers:** 
Kylie Ainslie , Senior Researcher, Dutch National Institute of Public Health and the Environment (RIVM)  
  
Marcus Beck , Senior Scientist, Tampa Bay Estuary Program  
  
Max Hockstein , Physician, MedStar Health  
  
Gabe Osterhout , Data Visualization Specialist, Idaho Secretary of State  
  
Andrew Heiss , Assistant professor, Georgia State University

**Time:** Thursday, Sep 1810:20 AM - 11:40 AM EDT  
**Location:** Centennial I

**Session Info:**  
There are 4 talks in this session.  
  
Elevating Public Health Decision-Making with R Packages  
Data 911: how Posit can support decision-makers in times of environmental crisis  
See if talking to the doctor is right for you.  
Election Night Reporting Using R & Quarto  
 "
I Like Big Orgs and I Cannot Lie,"## Session Title: I Like Big Orgs and I Cannot Lie

**Speakers:** 
Clara Amorosi , Principal Data Scientist, Bristol Myers Squibb  
  
Yvonne Kienast , Project Lead, Canadian Institute for Health Information (CIHI)  
  
Ben Arancibia , Director Data Science - Scientific and Adoption Lead for Open Source, GSK  
  
Katerina Gapanenko , Manager, Advanced Analytics, Canadian Institute for Health Information

**Time:** Thursday, Sep 1810:20 AM - 11:40 AM EDT  
**Location:** Regency VI

**Session Info:**  
There are 4 talks in this session.  
  
Data-as-a-product: A framework for collaborative data wrangling  
SAS to R: It’s more than just coding  
What R We Counting?  
A tale of one organization: learning how to swim in the ocean of open source  
 "
Strengthening the R Ecosystem,"## Session Title: Strengthening the R Ecosystem

**Speakers:** 
Andrés Quintero , Data Professional, ixpantia  
  
Shannon Pileggi , Associate Director of Data Science, The Prostate Cancer Clinical Trials Consortium  
  
Will Landau , Senior Advisor – Innovative Statistics, Eli Lilly and Company  
  
Charlie Gao , Senior Software Engineer, Posit

**Time:** Thursday, Sep 1810:20 AM - 11:40 AM EDT  
**Location:** Regency V

**Session Info:**  
There are 4 talks in this session.  
  
Purrrfectly parallel, purrrfectly distributed  
R-multiverse: a next-generation R package repository system built on R-universe  
How to make {renv} actually work  
Extending the horizons of R with Rust  
 "
The Power of Presentation,"## Session Title: The Power of Presentation

**Speakers:** 
James Wade , Research Scientist, Dow  
  
Bill Pikounis , Senior Distinguished Scientist, Manufacturing Statistics, Johnson & Johnson  
  
Freda Warner , Analyst, Canadian Institutes of Health Research (CIHR)  
  
Garrick Aden-Buie , Posit

**Time:** Thursday, Sep 1810:20 AM - 11:40 AM EDT  
**Location:** Regency VII

**Session Info:**  
There are 4 talks in this session.  
  
Disposable Shiny Apps  
Quarto for Business Collaboration and Technical Documentation in Word docx format  
Talk data to me: How to present youR data to any audience  
Theming Made Easy: Introducing brand.yml  
 "
Lunch,"## Session Title: Lunch

**Speakers:** 
TBA

**Time:** Thursday, Sep 1811:40 AM - 1:00 PM EDT  
**Location:** TBD

**Session Info:**  
Join your fellow posit::conf attendees for a networking lunch!"
"Beautiful, Effective, and Accessible Data Visualization","## Session Title: Beautiful, Effective, and Accessible Data Visualization

**Speakers:** 
Simisani Ndaba , Teaching Assistant | Data Science Research Assistant, University of Botswana  
  
Emil Malta , Senior Consultant, Statistics Greenland  
  
JooYoung Seo , Assistant Professor, University of Illinois at Urbana-Champaign  
  
Olivia Hebner , Data Science Manager, Summit Consulting

**Time:** Thursday, Sep 181:00 PM - 2:20 PM EDT  
**Location:** Regency VII

**Session Info:**  
There are 4 talks in this session.  
  
History repeats itself: What the Du Bois Challenge taught me about reproducing visualisations  
Visualizing Nuuk: Finding Narrative in Public Registers  
maidr: Empowering Accessible, Multimodal Data Visualizations  
Same Data, Different Tools: Visualizing with R and Python"
Facepalm-driven Development: Learning From AI and Human Errors,"## Session Title: Facepalm-driven Development: Learning From AI and Human Errors

**Speakers:** 
Julia Silge , Engineering Manager, Posit, PBC  
  
Nic Crane , R Consultant, NC Data Labs  
  
Ryan Timpe , Lead Data Scientist, The LEGO Group  
  
Laura Gast , Enterprise Data & Analytics Lead, USO

**Time:** Thursday, Sep 181:00 PM - 2:20 PM EDT  
**Location:** Centennial I

**Session Info:**  
There are 4 talks in this session.  
  
How I got unstuck with Python  
Hacking Productivity with LLMs: What Works (and What Doesn’t)  
AI missteps as stepping stones: Opportunities gained when your LLM coding assistant gets it wrong  
Failure (and Mistakes)  
 "
Machine Learning and Statistical Modelling,"## Session Title: Machine Learning and Statistical Modelling

**Speakers:** 
Hugo Fitipaldi , Postdoctoral Research Fellow, Lund University  
  
Jenna Wraith  
  
Flávia E. Rius , Data Scientist / Researcher, Mendelics / University of São Paulo  
  
Myles Mitchell , Principal Data Scientist, Jumping Rivers

**Time:** Thursday, Sep 181:00 PM - 2:20 PM EDT  
**Location:** Regency V

**Session Info:**  
There are 4 talks in this session.  
  
Building a Real-Time COVID-19 Surveillance System with R: Lessons from the COVID Symptom Study Sweden  
An R package to run millions of models  
Precision Medicine for All: Using Tidymodels to Validate PRS in Brazil  
Demystifying MLOps with Vetiver  
 "
Teaming Up with Posit Products,"## Session Title: Teaming Up with Posit Products

**Speakers:** 
Kris Fabick , Data Scientist, Nissan North America  
  
Kristin Carr  
  
Varun Dwaraka , Director of Bioinformatics and Principal Investigator, TruDiagnostic  
  
Kristin Mussar , Manager, Translational Oncology Bioinformatics, Pfizer  
  
Rachael Dempsey

**Time:** Thursday, Sep 181:00 PM - 2:20 PM EDT  
**Location:** Regency VI

**Session Info:**  
There are 4 talks in this session.  
  
Bilingual Machine Learning with Vetiver and Connect  
Advancing Epigenetic Predictors with Scalable Machine Learning: A Biologist’s Perspective on Efficient Model Development  
Automating for Consistency  
Data Science Hangout at posit::conf(2025)"
Enterprise Data Platforms,"## Session Title: Enterprise Data Platforms

**Speakers:** 
Mark Neal , Head of Data Science, DairyNZ  
  
Jonathan Regenstein  
  
Chris Engelhardt , Sr. Data and AI Operations Manager, Gen Re  
  
Zac Davies , Lead Solutions Architect, Databricks  
  
Rafi Kurlansik

**Time:** Thursday, Sep 182:40 PM - 4:00 PM EDT  
**Location:** Regency VI

**Session Info:**  
There are 4 talks in this session.  
  
Championing modern science workflows to benefit dairy farmers  
The Power of Snowflake and Posit Workbench: Macroeconomic Data Exploration in the Cloud  
From Framework to Function: Integrating AI, Data Science Platforms, and Psychological Safety  
From SDKs to Agents: Building with R and Python on Databricks"
It Takes a Village: Building and Sustaining Communities,"## Session Title: It Takes a Village: Building and Sustaining Communities

**Speakers:** 
Melissa Van Bussel , Senior Data Scientist, Statistics Canada  
  
Beatriz Milz , Post doc / Community organizer / Software peer review editor, UFABC / R-Ladies São Paulo / rOpensci  
  
JP Flores , PhD Candidate, UNC Chapel Hill  
  
Noam Ross , Executive Director, rOpenSci

**Time:** Thursday, Sep 182:40 PM - 4:00 PM EDT  
**Location:** Centennial I

**Session Info:**  
There are 4 talks in this session.  
  
Running a polyglot data science community  
Translating R for Data Science into Portuguese: A Community-Led Initiative  
Representation Matters: An Atlas of Inspiring Hispanic/Latinx Scientists  
rOpenSci Champions: Building Communities of Open-Source Leaders"
Multilingual Data Science,"## Session Title: Multilingual Data Science

**Speakers:** 
Michael Thomas , Chief Data Scientist, Ketchbrook Analytics  
  
Jeroen Janssens , Posit  
  
Blake Abbenante , Director, Analytics & Data Science, Suffolk Construction  
  
Claudia Penaloza , Data Scientist, Continental Tires

**Time:** Thursday, Sep 182:40 PM - 4:00 PM EDT  
**Location:** Regency V

**Session Info:**  
There are 4 talks in this session.  
  
Building Multilingual Data Science Teams  
Polyglot Data Science: Why and How to Combine R and Python  
When R Met Python: A Meet Cute on Posit Connect  
R & Python playing nice, in production  
 "
You Put WHAT in Your Data?,"## Session Title: You Put WHAT in Your Data?

**Speakers:** 
Colin S Gillespie , CTO, Jumping Rivers  
  
Julianne Gent , Analytics Developer, Emory Healthcare  
  
Luis D. Verde Arregoitia , Biodiversity Scientist, Instituto de Ecología AC INECOL  
  
Arnav Patel , Quantitative Analyst, Synovus

**Time:** Thursday, Sep 182:40 PM - 4:00 PM EDT  
**Location:** Regency VII

**Session Info:**  
There are 4 talks in this session.  
  
Can I trust that package?  
From Data to Dollars: Improving Medical Billing Accuracy Using Natural Language Processing  
Bold indicates negative?  
Zero Tolerance for Dirty Data: A Pointblank Prescription for Data Hygiene"
Keynote Session,"## Session Title: Keynote Session

**Speakers:** 
Joe Cheng , Posit  
  
Hadley Wickham , Posit

**Time:** Thursday, Sep 184:15 PM - 5:15 PM EDT  
**Location:** Centennial Ballroom

**Session Info:**  
Stay tuned, more details to come soon!"
